id,level,expression,reading,meaning_en,meaning_zh,tags,source_guid,source
jlpt-n1-1372,N1,新婚,しんこん,newly-wed,新婚,JLPT_1 JLPT,kXZM5E]M1a,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1373,N1,審査,しんさ,"judging, inspection, examination",审查；审核,JLPT_1 JLPT,Aov$8-^cUL,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1374,N1,人材,じんざい,man of talent,人才,JLPT_1 JLPT,C?4X*:ZTpD,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1375,N1,紳士,しんし,gentleman,绅士,JLPT_1 JLPT,x9OmT9u38P,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1376,N1,真実,しんじつ,"truth, reality",真实；真相,JLPT_1 JLPT,oVA.}`H~AT,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1377,N1,信者,しんじゃ,"believer, devotee",信徒；信奉者,JLPT_1 JLPT,xS[kK:ZdWC,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1378,N1,真珠,しんじゅ,pearl,珍珠,JLPT_1 JLPT,AK4RS}QdNe,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1379,N1,進出,しんしゅつ,advancement,进入；打入；向……发展,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1380,N1,心情,しんじょう,mentality,心情,JLPT_1 JLPT,PHxCA~>U^},jamsinclair/open-anki-jlpt-decks
jlpt-n1-1381,N1,新人,しんじん,"new face, newcomer",新人；新手,JLPT_1 JLPT,n<1jM&wYZ&,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1382,N1,神聖,しんせい,"holiness, sacredness, dignity",神圣,JLPT_1 JLPT,N+v0O:SZ6<,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1383,N1,親善,しんぜん,friendship,友好；亲善,JLPT_1 JLPT,e$!ZsAnYeT,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1384,N1,真相,しんそう,"truth, real situation",真相,JLPT_1 JLPT,"IQ@9>LJ,&M",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1385,N1,迅速,じんそく,"quick, fast, prompt",迅速,JLPT_1 JLPT,g^-!|Cie-4,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1386,N1,人体,じんたい,human body,人体,JLPT_1 JLPT,wqIT;%IHe9,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1387,N1,新築,しんちく,"new building, new construction",新建；新建筑,JLPT_1 JLPT,Ozg8V>5l.l,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1388,N1,心中,しんじゅう,double suicide,殉情；一同自杀,JLPT_1 JLPT,H1pTQNX=9t,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1389,N1,進呈,しんてい,presentation,赠送；呈送,JLPT_1 JLPT,CZ`K3:aqAR,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1390,N1,進展,しんてん,"progress, development",进展,JLPT_1 JLPT,b(>k}9=qxl,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1391,N1,神殿,しんでん,"temple, sacred place",神殿,JLPT_1 JLPT,y(skY$ucA+,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1392,N1,進度,しんど,progress,进度,JLPT_1 JLPT,yu/)M8)V(L,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1393,N1,振動,しんどう,"oscillation, vibration",振动,JLPT_1 JLPT,sad?lNEJ3g,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1394,N1,新入生,しんにゅうせい,"new student, first-year student, freshman",新生；新学生,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1395,N1,信任,しんにん,"trust, confidence, credence",信任,JLPT_1 JLPT,"hWLnw4y,]t",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1396,N1,神秘,しんぴ,mystery,神秘,JLPT_1 JLPT,"N,Y7P[tIGQ",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1397,N1,辛抱,しんぼう,"patience, endurance",忍耐；耐心,JLPT_1 JLPT,uU~=4Y)qMA,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1398,N1,人民,じんみん,"people, public",人民,JLPT_1 JLPT,nAw=2?(bZX,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1399,N1,侵略,しんりゃく,"aggression, invasion, raid",侵略,JLPT_1 JLPT,hsxv1184OS,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1400,N1,診療,しんりょう,medical examination and treatment,诊疗,JLPT_1 JLPT,x1%iVb>rlb,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1401,N1,粋,すい,essence,精华；风雅,JLPT_1 JLPT,zsq|f`1Yv,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1402,N1,水源,すいげん,source of river,河流的源头；水源,JLPT_1 JLPT,n/^g6e7/@{,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1403,N1,推進,すいしん,"propulsion, driving force",推进；推动,JLPT_1 JLPT,"J08-VaUM,s",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1404,N1,吹奏,すいそう,playing wind instruments,吹奏管乐器,JLPT_1 JLPT,m]6xm=<uJ6,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1405,N1,推測,すいそく,"guess, conjecture",推测；猜测,JLPT_1 JLPT,zvP)r1F]3S,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1406,N1,水田,すいでん,(water-filled) paddy field,水田,JLPT_1 JLPT,v5ySQN]{G>,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1407,N1,推理,すいり,"reasoning, inference, mystery or detective genre",推理；侦探（小说等）,JLPT_1 JLPT,jer`Bu/O84,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1408,N1,数詞,すうし,numeral,数词,JLPT_1 JLPT,p</Ez{aJ5+,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1409,N1,崇拝,すうはい,"worship, adoration",崇拜；敬仰,JLPT_1 JLPT,Hw_TI!gx2(,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1410,N1,据え付ける,すえつける,"to install, to equip, to mount",安装；装配,JLPT_1 JLPT,BP/>6=lZh5,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1411,N1,据える,すえる,"to set, to lay, to place",安设；放置；让…坐下,JLPT_1 JLPT,t!g&pW29AZ,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1412,N1,すがすがしい,すがすがしい,"fresh, refreshing",清爽；清新,JLPT_1 JLPT,rK/?@VVUlf,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1413,N1,救い,すくい,"help, aid, relief",救助；援助；挽救,JLPT_1 JLPT,qsOm7CX`b8,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1414,N1,すくう (みずを～),すくう (みずを～),to scoop,舀（水）；捧取,JLPT_1 JLPT,iDqa!wq<Tq,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1415,N1,健やか,すこやか,"vigorous, healthy, sound",健壮；健康；健全,JLPT_1 JLPT,"hH9J*t,rc_",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1416,N1,濯ぐ,すすぐ,"to rinse, to wash out",洗涤；漂洗,JLPT_1 JLPT,E0ffUY?7qt,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1417,N1,進み,すすみ,progress,前进；进步；进展,JLPT_1 JLPT,p1:(iOmlNJ,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1418,N1,裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",裤脚；下摆；（头发的）发梢,JLPT_1 JLPT,xF_(AQj}lF,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1419,N1,スタジオ,スタジオ,studio,摄影棚；工作室；演播室,JLPT_1 JLPT,ic%[^BEKt/,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1420,N1,スチーム,スチーム,steam,蒸汽；暖气,JLPT_1 JLPT,nXB;]AdyMC,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1421,N1,ストライキ,ストライキ,strike,罢工,JLPT_1 JLPT,nf-SMH*rKm,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1422,N1,スト,スト,(abbr.) strike,罢工,JLPT_1 JLPT,oc==H8k2kf,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1423,N1,ストロー,ストロー,straw,吸管,JLPT_1 JLPT,A.~AmwkH4Z,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1424,N1,ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",频闪闪光灯,JLPT_1 JLPT,rNiv+g8N.Q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1425,N1,すばしこい,すばしこい,"nimble, smart, quick",敏捷；机灵；手脚快,JLPT_1 JLPT,p[HsSa}_~h,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1426,N1,素早い,すばやい,"fast, quick",快速；敏捷,JLPT_1 JLPT,qLzUXrbxxM,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1427,N1,ずばり,ずばり,"decisively, unreservedly, frankly",一针见血（地）；直截了当（地）,JLPT_1 JLPT,zNubn^c5m8,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1428,N1,スプリング,スプリング,spring,弹簧,JLPT_1 JLPT,M&<1|Qyfm^,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1429,N1,スペース,スペース,space,空间；空格,JLPT_1 JLPT,"mfYc5:,T$)",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1430,N1,ずぶぬれ,ずぶぬれ,"soaked, dripping wet",浑身湿透,JLPT_1 JLPT,O=YLrvca-#,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1431,N1,スポーツカー,スポーツカー,sports car,跑车,JLPT_1 JLPT,ILQ_{U)ioI,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1432,N1,澄ます,すます,"to clear, to make clear, to listen for",澄清（液体）；净化；专心倾听；装模作样,JLPT_1 JLPT,o+[:%ypXAI,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1433,N1,清ます,すます,"to clear, to make clear, to listen for",清洁；净化；使干净,JLPT_1 JLPT,gWgE<)O|pN,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1434,N1,済ます,すます,to finish; to settle; to do without,完成；解决；应付；不吃（饭）,JLPT_1 JLPT,BI9b~SlUc1,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1435,N1,すみやか,すみやか,speedy,迅速；快捷,JLPT_1 JLPT,MC/)GM9mOK,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1436,N1,スラックス,スラックス,slacks,休闲裤,JLPT_1 JLPT,tpKEoAzoEC,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1437,N1,ずらっと,ずらっと,"in a line, in a row",一溜儿；排成一排,JLPT_1 JLPT,GHI-Z0iw2Q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1438,N1,ずるずる,ずるずる,"dragging on, sound of sniffling",拖拖拉拉；吸溜吸溜地；滑溜溜,JLPT_1 JLPT,xPdB)weA$j,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1439,N1,ずれ,ずれ,"difference, gap",偏差；差距；错位,JLPT_1 JLPT,ml<Cz:NIm9,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1440,N1,すれちがい,すれちがい,chance encounter,擦肩而过；错过；意见分歧,JLPT_1 JLPT,h}n%.0]G*],jamsinclair/open-anki-jlpt-decks
jlpt-n1-1441,N1,擦れる,すれる,"to rub, to chafe",摩擦；擦伤；磨破,JLPT_1 JLPT,y1pczASP(>,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1442,N1,すんなり,すんなり,"pass with no objection, slim, slender",顺利；苗条；纤细,JLPT_1 JLPT,c{rT9&J2OZ,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1443,N1,生育,せいいく,"growth, development, breeding",生长；发育；繁殖,JLPT_1 JLPT,A*eQ]~1bJ/,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1444,N1,成育,せいいく,"growth, raising",成长；发育；养育,JLPT_1 JLPT,A=.t}i>GW3,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1445,N1,成果,せいか,"results, fruits",成果；结果,JLPT_1 JLPT,BVYQfcf%9,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1446,N1,正解,せいかい,"correct, right answer, solution",正确答案；正确解答,JLPT_1 JLPT,Lt;.HzCJ&F,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1447,N1,正義,せいぎ,"justice, right, righteousness",正义；正确,JLPT_1 JLPT,C*lSCCu$Is,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1448,N1,生計,せいけい,"livelihood, living",生计；生活,JLPT_1 JLPT,sFe^vK-tW[,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1449,N1,政権,せいけん,"(political) administration, political power",政权,JLPT_1 JLPT,ySl]BBHxv|,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1450,N1,星座,せいざ,constellation,星座,JLPT_1 JLPT,v8-]C(eL~-,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1451,N1,制裁,せいさい,"restraint, sanctions, punishment",制裁；惩罚,JLPT_1 JLPT,"&>5Y-0M,/",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1452,N1,政策,せいさく,"political measures, policy",政策,JLPT_1 JLPT,"hAD&H|lfX,",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1453,N1,生死,せいし,life and death,生死,JLPT_1 JLPT,[jWyFv3NW,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1454,N1,静止,せいし,"stillness, repose, standing still",静止；不动,JLPT_1 JLPT,o*g2}G_T7@,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1455,N1,誠実,せいじつ,"sincere, honest, faithful",诚实；真诚,JLPT_1 JLPT,bL3/~B_@Jx,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1456,N1,成熟,せいじゅく,"maturity, ripeness",成熟,JLPT_1 JLPT,mi&AvT*VW%,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1457,N1,青春,せいしゅん,"youth, springtime of life, adolescent",青春,JLPT_1 JLPT,r1RCkb<y|$,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1458,N1,清純,せいじゅん,"purity, innocence",清纯；纯洁；纯真,JLPT_1 JLPT,ONr5>]A5d|,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1459,N1,聖書,せいしょ,Bible,圣经,JLPT_1 JLPT,Q@S9S%oEQ1,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1460,N1,正常,せいじょう,"normalcy, normality, normal",正常,JLPT_1 JLPT,wA-k/9L$M{,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1461,N1,制する,せいする,"to control, to command",控制；制止,JLPT_1 JLPT,rf}l5O&Iya,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1462,N1,整然,せいぜん,"orderly, regular, well-organized",井然有序；整齐,JLPT_1 JLPT,PN>H*K1;6z,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1463,N1,盛装,せいそう,"be dressed up, wear rich clothes",盛装；穿着华丽,JLPT_1 JLPT,"NT,a6{jkV^",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1464,N1,盛大,せいだい,"grand, prosperous, magnificent",盛大；隆重,JLPT_1 JLPT,oA#/^#fynU,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1465,N1,清濁,せいだく,"good and evil, purity and impurity",清浊；善与恶,JLPT_1 JLPT,LIBty_QSI!,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1466,N1,制定,せいてい,"enactment, establishment, creation",制定,JLPT_1 JLPT,w/{{PKSO-l,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1467,N1,静的,せいてき,static,静态的,JLPT_1 JLPT,qS/}NK^[E0,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1468,N1,製鉄,せいてつ,iron manufacture,制铁；炼铁,JLPT_1 JLPT,q1#~15/jx^,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1469,N1,晴天,せいてん,fine weather,晴天；好天气,JLPT_1 JLPT,O`AKp9t/nh,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1470,N1,正当,せいとう,"just, due, proper",正当；合理,JLPT_1 JLPT,KYfFW0c&^H,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1471,N1,制服,せいふく,uniform,制服,JLPT_1 JLPT,KjpnwgIuCJ,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1472,N1,征服,せいふく,"conquest, subjugation, overcoming",征服；克服,JLPT_1 JLPT,UI+/g3/T<,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1473,N1,製法,せいほう,"manufacturing method, recipe, formula",制法；制造方法,JLPT_1 JLPT,r$Viif`6:S,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1474,N1,精密,せいみつ,"precise, exact, detailed, minute",精密；精确,JLPT_1 JLPT,k?w!_L!izK,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1475,N1,税務署,ぜいむしょ,tax office,税务署；税务局,JLPT_1 JLPT,cu&VjhU0YM,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1476,N1,制約,せいやく,"limitation, constraints",制约；限制,JLPT_1 JLPT,eGs}Rjdjyu,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1477,N1,勢力,せいりょく,"influence, power, might, strength",势力；影响力,JLPT_1 JLPT,jCKk=3Gx//,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1478,N1,整列,せいれつ,"stand in a row, form a line",整队；排队,JLPT_1 JLPT,K=?{2[EdLY,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1479,N1,セール,セール,sale,销售；打折促销,JLPT_1 JLPT,bTb.7j.bY0,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1480,N1,急かす,せかす,"to hurry, to urge on",催促；催赶,JLPT_1 JLPT,r25!gS/G>A,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1481,N1,伜,せがれ,"son, my son",儿子（谦称或蔑称）,JLPT_1 JLPT,CVmDxN*tGx,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1482,N1,責務,せきむ,"duty, obligation",职责，义务,JLPT_1 JLPT,ct_SCVUYk9,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1483,N1,セクション,セクション,section,部分；节；部门,JLPT_1 JLPT,oE+>)~hYZ>,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1484,N1,世辞,せじ,"flattery, compliment",奉承话，恭维,JLPT_1 JLPT,i2*b#^+2.G,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1485,N1,世帯,せたい,household,家庭，户,JLPT_1 JLPT,M;wkDh)_[-,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1486,N1,是正,ぜせい,"correction, revision",纠正，修正,JLPT_1 JLPT,r4z<%];90$,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1487,N1,世代,せだい,generation,世代，一代（人）,JLPT_1 JLPT,vXhkxYs)ro,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1488,N1,切開,せっかい,"opening up, cutting through",切开,JLPT_1 JLPT,j3{#e(JGO?,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1489,N1,セックス,セックス,sex,性；性行为,JLPT_1 JLPT,p^XJZeb_m$,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1490,N1,切実,せつじつ,"compelling, serious, severe, acute",切实，迫切，严重,JLPT_1 JLPT,"b(%wDAP,4<",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1491,N1,接触,せっしょく,"touch, contact",接触；交往,JLPT_1 JLPT,euP9o6khjK,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1492,N1,接続詞,せつぞくし,conjunction,连词,JLPT_1 JLPT,jxx/dj^^[F,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1493,N1,設置,せっち,"establishment, institution",设置，设立,JLPT_1 JLPT,dTa#ev1!lY,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1494,N1,折衷,せっちゅう,"compromise, cross, blending, eclecticism",折中,JLPT_1 JLPT,z.Jdo5|UwK,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1495,N1,設定,せってい,"establishment, creation",设定；设立,JLPT_1 JLPT,EL[q3!y3K%,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1496,N1,説得,せっとく,persuasion,说服,JLPT_1 JLPT,p@nzS4e%Pe,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1497,N1,切ない,せつない,"painful, trying, sad",难受，苦闷，悲伤,JLPT_1 JLPT,Op2N@ZY@PL,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1498,N1,絶版,ぜっぱん,out of print,绝版,JLPT_1 JLPT,wscau>2!!B,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1499,N1,設立,せつりつ,"establishment, foundation, institution",设立，成立,JLPT_1 JLPT,nV|*LLs6}!,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1500,N1,攻め,せめ,"attack, offense",攻击，进攻,JLPT_1 JLPT,lp+Bg:0JY+,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1501,N1,ゼリー,ゼリー,jelly,果冻,JLPT_1 JLPT,pUMI]4pC]5,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1502,N1,セレモニー,セレモニー,ceremony,典礼；仪式,JLPT_1 JLPT,ElF~:n|$Dm,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1503,N1,世論,せろん,public opinion,舆论,JLPT_1 JLPT,cn7+uG:k{Q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1504,N1,先,せん,"priority, precedence, previous",先前；优先,JLPT_1 JLPT,K[s:+C@-V{,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1505,N1,繊維,せんい,"fiber, fiber, textile",纤维,JLPT_1 JLPT,IoI]vI^@?E,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1506,N1,全快,ぜんかい,complete recovery of health,痊愈；完全康复,JLPT_1 JLPT,jMG%U5Y*b],jamsinclair/open-anki-jlpt-decks
jlpt-n1-1507,N1,宣教,せんきょう,religious mission,传教,JLPT_1 JLPT,t2!m+EN<kt,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1508,N1,宣言,せんげん,"declaration, proclamation, announcement",宣言；声明,JLPT_1 JLPT,N*Sn3]6F}u,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1509,N1,戦災,せんさい,war damage,战争灾害,JLPT_1 JLPT,g*>*T{UX8V,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1510,N1,専修,せんしゅう,specialization,专攻；专业学习,JLPT_1 JLPT,iF/[EjL/PH,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1511,N1,戦術,せんじゅつ,tactics,战术,JLPT_1 JLPT,fClOu9u4S.,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1512,N1,センス,センス,"sense (for music, style, tact, etc.)",感觉；品味,JLPT_1 JLPT,kOf@Kc#S!?,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1513,N1,潜水,せんすい,diving,潜水,JLPT_1 JLPT,kXmApIVn4{,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1514,N1,全盛,ぜんせい,height of prosperity,全盛；极盛期,JLPT_1 JLPT,PA4!?*R&)6,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1515,N1,先代,せんだい,"family predecessor, previous age, previous generation",上一代；前代,JLPT_1 JLPT,A@$Xh`C*#q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1516,N1,先だって,せんだって,"recently, the other day",前几天；前些日子,JLPT_1 JLPT,bpeAMs`g=B,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1517,N1,先着,せんちゃく,first arrival,先到；先到达,JLPT_1 JLPT,s5`[<)lze/,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1518,N1,前提,ぜんてい,"preamble, premise, prerequisite",前提；先决条件,JLPT_1 JLPT,M^(]5)Q28q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1519,N1,先天的,せんてんてき,"inherent, congenital, hereditary",先天的；天生的,JLPT_1 JLPT,e8-*cxos*(,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1520,N1,前途,ぜんと,"future prospects, outlook, the journey ahead",前途；前程,JLPT_1 JLPT,rUv_dSLlLH,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1521,N1,戦闘,せんとう,"battle, fight, combat",战斗；作战,JLPT_1 JLPT,LE#Z8!)h7>,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1522,N1,潜入,せんにゅう,"infiltration, sneaking in",潜入；秘密进入,JLPT_1 JLPT,jwMP<D<nu+,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1523,N1,船舶,せんぱく,ship,船舶,JLPT_1 JLPT,yT?Wj-:Bft,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1524,N1,全滅,ぜんめつ,annihilation,全灭；全部消灭,JLPT_1 JLPT,gs]{cpbeS;,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1525,N1,専用,せんよう,"exclusive use, personal use",专用,JLPT_1 JLPT,E|;c&Jmrd8,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1526,N1,占領,せんりょう,"occupation, possession, have a room to oneself",占领；占据,JLPT_1 JLPT,N-V{tXojX`,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1527,N1,善良,ぜんりょう,"goodness, excellence, virtue",善良,JLPT_1 JLPT,eGNEV*g</#,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1528,N1,戦力,せんりょく,war potential,战斗力,JLPT_1 JLPT,jsYNJMtfV.,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1529,N1,前例,ぜんれい,precedent,前例；先例,JLPT_1 JLPT,z6IRT7DoRm,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1530,N1,相応,そうおう,"suitability, fitness",相称；适合,JLPT_1 JLPT,Cm`/n`5$^$,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1531,N1,総会,そうかい,general meeting,全体会议；大会,JLPT_1 JLPT,v.Q]y8[=}p,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1532,N1,創刊,そうかん,"launching (e.g., newspaper, first issue)",创刊,JLPT_1 JLPT,k7n}7cIr>q,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1533,N1,雑木,ぞうき,"various kinds of small trees, assorted trees",杂木；各类小树,JLPT_1 JLPT,K-dqvXawa`,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1534,N1,早急,そうきゅう,urgent,紧急；火速,JLPT_1 JLPT,xFEe8[1r^m,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1535,N1,早急,さっきゅう,urgent,紧急；火速,JLPT_1 JLPT,n`GeYo>FBk,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1536,N1,増強,ぞうきょう,"reinforce, increase",增强；加强,JLPT_1 JLPT,"rV,>ZZ=T]Q",jamsinclair/open-anki-jlpt-decks
jlpt-n1-1537,N1,送金,そうきん,"remittance, sending money",汇款,JLPT_1 JLPT,bDXNFraL0R,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1538,N1,走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",（车辆）行驶；行进,JLPT_1 JLPT,E{T/IqjEfE,jamsinclair/open-anki-jlpt-decks
jlpt-n1-1539,N1,総合,そうごう,"synthesis, generalization",综合,JLPT_1 JLPT,nY;2hmT##_,jamsinclair/open-anki-jlpt-decks
